station_id,lon,lat,charger_count,charger_type
b1,-73.98357,40.75551,50000,LEVEL_2
s1,-73.87975,40.70222,10,DCFC
s2,-73.82576,40.74796,10,DCFC
s3,-73.81476,40.73936,10,DCFC
s4,-73.81455,40.7383,10,DCFC
s5,-74.17938,40.82891,10,DCFC
s6,-74.1863,40.82858,10,DCFC
s7,-74.13976,40.82545,10,DCFC
s8,-73.94168,40.7145,10,DCFC
s9,-73.87662,40.70446,10,DCFC
s10,-74.11498,40.93089,10,DCFC
s11,-74.04358,40.7352,10,DCFC
s12,-74.03796,40.7369,10,DCFC
s13,-74.10845,40.64529,10,DCFC
s14,-74.18055,40.8359,10,DCFC
s15,-73.85934,40.71154,10,DCFC
s16,-73.85481,40.70273,10,DCFC
s17,-73.87663,40.70596,10,DCFC
s18,-73.85569,40.70284,10,DCFC
s19,-74.09367,40.82836,10,DCFC
s20,-73.92271,40.86694,10,DCFC
s21,-74.16981,40.80347,10,DCFC
s22,-73.931,40.65777,10,DCFC
s23,-74.16949,40.80277,10,DCFC
s24,-73.97366,40.86819,10,DCFC
s25,-73.82364,40.76436,10,DCFC
s26,-73.97378,40.7957,10,DCFC
s27,-73.80983,40.66737,10,DCFC
s28,-73.99634,40.76397,10,DCFC
s29,-73.96895,40.8607,10,DCFC
s30,-73.94906,40.71061,10,DCFC
s31,-74.0651,40.76947,10,DCFC
s32,-74.0229,40.63924,10,DCFC
s33,-74.01948,40.64036,10,DCFC
s34,-74.04247,40.85495,10,DCFC
s35,-74.04186,40.85482,10,DCFC
s36,-74.04182,40.85444,10,DCFC
s37,-73.92849,40.7439,10,DCFC
s38,-73.92595,40.7436,10,DCFC
s39,-73.91461,40.76346,10,DCFC
s40,-73.95066,40.74454,10,DCFC
s41,-73.9284,40.86611,10,DCFC
s42,-73.91481,40.87045,10,DCFC
s43,-73.93993,40.67973,10,DCFC
s44,-73.77635,40.91375,10,DCFC
s45,-73.97077,40.84698,10,DCFC
s46,-73.96706,40.85563,10,DCFC
s47,-73.89775,40.76017,10,DCFC
s48,-73.96207,40.61023,10,DCFC
s49,-73.95384,40.61369,10,DCFC
s50,-73.9001,40.8856,10,DCFC
s51,-73.86732,40.90358,10,DCFC
s52,-73.86778,40.90442,10,DCFC
s53,-73.96277,40.61019,10,DCFC
s54,-73.95528,40.8651,10,DCFC
s55,-73.95373,40.86715,10,DCFC
s56,-74.16274,40.60734,10,DCFC
s57,-74.14785,40.94252,10,DCFC
s58,-74.1626,40.75417,10,DCFC
s59,-74.07103,40.91124,10,DCFC
s60,-73.95421,40.8107,10,DCFC
s61,-74.00348,40.73899,10,DCFC
s62,-73.90369,40.90747,10,DCFC
s63,-73.94428,40.72058,10,DCFC
s64,-73.96139,40.69417,10,DCFC
s65,-73.94806,40.78936,10,DCFC
s66,-73.86172,40.73027,10,DCFC
s67,-74.05667,40.73571,10,DCFC
s68,-73.91816,40.76973,10,DCFC
s69,-73.91895,40.77012,10,DCFC
s70,-74.19763,40.55923,10,DCFC
s71,-73.90402,40.74182,10,DCFC
s72,-73.93375,40.80307,10,DCFC
s73,-73.91534,40.74307,10,DCFC
s74,-73.94988,40.70496,10,DCFC
s75,-73.85654,40.74683,10,DCFC
s76,-73.88981,40.63342,10,DCFC
s77,-73.90076,40.64338,10,DCFC
s78,-73.90544,40.64819,10,DCFC
s79,-73.89693,40.69404,10,DCFC
s80,-74.10265,40.8675,10,DCFC
s81,-73.97324,40.86743,10,DCFC
s82,-73.97309,40.86789,10,DCFC
s83,-73.97364,40.8663,10,DCFC
s84,-73.98663,40.88185,10,DCFC
s85,-73.98808,40.88356,10,DCFC
s86,-73.98749,40.88319,10,DCFC
s87,-73.98882,40.88401,10,DCFC
s88,-73.98921,40.88359,10,DCFC
s89,-74.04244,40.91244,10,DCFC
s90,-74.05001,40.91517,10,DCFC
s91,-74.1187,40.93354,10,DCFC
s92,-74.09831,40.70527,10,DCFC
s93,-74.08137,40.72116,10,DCFC
s94,-73.91418,40.82408,10,DCFC
s95,-74.16928,40.56072,10,DCFC
s96,-73.89054,40.75522,10,DCFC
s97,-73.89132,40.75512,10,DCFC
s98,-73.96949,40.69764,10,DCFC
s99,-74.04347,40.73014,10,DCFC
s100,-74.04408,40.73218,10,DCFC
s101,-74.04306,40.73208,10,DCFC
s102,-74.04253,40.73007,10,DCFC
s103,-74.04185,40.73001,10,DCFC
s104,-73.84993,40.91264,10,DCFC
s105,-73.70016,40.72918,10,DCFC
s106,-73.9372,40.75978,10,DCFC
s107,-74.00421,40.75307,10,DCFC
s108,-74.04422,40.73014,10,DCFC
s109,-74.23436,40.52437,10,DCFC
s110,-73.88628,40.76948,10,DCFC
s111,-73.88395,40.76471,10,DCFC
s112,-73.88676,40.76468,10,DCFC
s113,-73.93058,40.73755,10,DCFC
s114,-73.91071,40.75277,10,DCFC
s115,-73.89884,40.75002,10,DCFC
s116,-73.89322,40.74652,10,DCFC
s117,-73.92219,40.74318,10,DCFC
s118,-73.8951,40.75434,10,DCFC
s119,-73.89777,40.75402,10,DCFC
s120,-73.99445,40.80029,10,DCFC
s121,-73.90978,40.7695,10,DCFC
s122,-73.93807,40.73462,10,DCFC
s123,-73.93465,40.74078,10,DCFC
s124,-73.93167,40.76504,10,DCFC
s125,-73.84974,40.76134,10,DCFC
s126,-73.92405,40.75226,10,DCFC
s127,-73.8632,40.83314,10,DCFC
s128,-73.87037,40.83552,10,DCFC
s129,-74.10289,40.72927,10,DCFC
s130,-73.93815,40.82096,10,DCFC
s131,-73.9377,40.82077,10,DCFC
s132,-74.16277,40.54397,10,DCFC
s133,-74.15854,40.54671,10,DCFC
s134,-74.20689,40.55805,10,DCFC
s135,-74.19838,40.55886,10,DCFC
s136,-74.16293,40.56027,10,DCFC
s137,-74.20754,40.73112,10,DCFC
s138,-73.78735,40.84994,10,DCFC
s139,-73.82552,40.73285,10,DCFC
s140,-74.07622,40.63607,10,DCFC
s141,-73.80876,40.67478,10,DCFC
s142,-74.16748,40.58841,10,DCFC
s143,-74.16163,40.60681,10,DCFC
s144,-74.11927,40.5759,10,DCFC
s145,-74.10466,40.58619,10,DCFC
s146,-74.09184,40.59996,10,DCFC
s147,-74.08963,40.60943,10,DCFC
s148,-74.0903,40.60962,10,DCFC
s149,-74.08708,40.61364,10,DCFC
s150,-74.0845,40.61553,10,DCFC
s151,-74.08361,40.62311,10,DCFC
s152,-74.07559,40.63635,10,DCFC
s153,-74.0957,40.64463,10,DCFC
s154,-74.10405,40.61651,10,DCFC
s155,-74.08121,40.63711,10,DCFC
s156,-74.06298,40.60933,10,DCFC
s157,-74.1018,40.57807,10,DCFC
s158,-74.10925,40.57059,10,DCFC
s159,-73.92212,40.67726,10,DCFC
s160,-73.98643,40.58243,10,DCFC
s161,-73.98604,40.58303,10,DCFC
s162,-73.72661,40.65529,10,DCFC
s163,-73.79287,40.66244,10,DCFC
s164,-74.0536,40.83341,10,DCFC
s165,-74.06963,40.61945,10,DCFC
s166,-73.95248,40.73347,10,DCFC
s167,-73.95176,40.73003,10,DCFC
s168,-73.95157,40.73097,10,DCFC
s169,-73.94811,40.73043,10,DCFC
s170,-73.93425,40.73932,10,DCFC
s171,-74.07761,40.7191,10,DCFC
s172,-73.90242,40.77005,10,DCFC
s173,-73.80311,40.59187,10,DCFC
s174,-73.97452,40.73515,10,DCFC
s175,-74.14379,40.62474,10,DCFC
s176,-73.95166,40.73019,10,DCFC
s177,-74.13042,40.61239,10,DCFC
s178,-74.10097,40.68413,10,DCFC
s179,-74.10379,40.68454,10,DCFC
s180,-74.10716,40.68806,10,DCFC
s181,-74.10452,40.67576,10,DCFC
s182,-74.09369,40.72009,10,DCFC
s183,-73.91427,40.75986,10,DCFC
s184,-73.96989,40.64414,10,DCFC
s185,-73.70326,40.63569,10,DCFC
s186,-73.84285,40.67238,10,DCFC
s187,-73.84875,40.83471,10,DCFC
s188,-73.94477,40.75208,10,DCFC
s189,-73.84226,40.7621,10,DCFC
s190,-73.87073,40.75729,10,DCFC
s191,-73.91114,40.75323,10,DCFC
s192,-73.77214,40.66828,10,DCFC
s193,-73.9144,40.69939,10,DCFC
s194,-73.79326,40.73862,10,DCFC
s195,-73.79233,40.73882,10,DCFC
s196,-73.76134,40.67989,10,DCFC
s197,-73.7618,40.68015,10,DCFC
s198,-73.74914,40.6792,10,DCFC
s199,-73.76947,40.68387,10,DCFC
s200,-73.89322,40.74644,10,DCFC
s201,-73.80515,40.75397,10,DCFC
s202,-73.80467,40.75403,10,DCFC
s203,-73.92672,40.82048,10,DCFC
s204,-73.70829,40.66798,10,DCFC
s205,-73.77823,40.67723,10,DCFC
s206,-73.78545,40.68888,10,DCFC
s207,-73.76865,40.66449,10,DCFC
s208,-73.85257,40.71058,10,DCFC
s209,-73.90508,40.75231,10,DCFC
s210,-73.78892,40.70056,10,DCFC
s211,-73.78541,40.69759,10,DCFC
s212,-73.93356,40.71406,10,DCFC
s213,-73.90521,40.71275,10,DCFC
s214,-73.72559,40.6907,10,DCFC
s215,-74.13099,40.62617,10,DCFC
s216,-73.88005,40.67952,10,DCFC
s217,-73.94552,40.6303,10,DCFC
s218,-73.85104,40.83094,10,DCFC
s219,-73.88548,40.82237,10,DCFC
s220,-73.73636,40.62676,10,DCFC
s221,-73.86713,40.85929,10,DCFC
s222,-73.93728,40.70169,10,DCFC
s223,-73.93395,40.74586,10,DCFC
s224,-73.98587,40.58036,10,DCFC
s225,-73.88419,40.66589,10,DCFC
s226,-73.77537,40.71492,10,DCFC
s227,-73.89107,40.71969,10,DCFC
s228,-73.89084,40.71941,10,DCFC
s229,-73.88596,40.72205,10,DCFC
s230,-73.9013,40.71434,10,DCFC
s231,-73.88597,40.73876,10,DCFC
s232,-73.8913,40.85719,10,DCFC
s233,-73.89132,40.85908,10,DCFC
s234,-73.95565,40.69317,10,DCFC
s235,-74.14596,40.54275,10,DCFC
s236,-74.14586,40.54206,10,DCFC
s237,-74.1327,40.61277,10,DCFC
s238,-73.97458,40.86657,10,DCFC
s239,-73.97426,40.86642,10,DCFC
s240,-74.12042,40.60201,10,DCFC
s241,-73.96135,40.69995,10,DCFC
s242,-73.88555,40.85838,10,DCFC
s243,-73.90437,40.72104,10,DCFC
s244,-73.85963,40.71474,10,DCFC
s245,-73.86996,40.74249,10,DCFC
s246,-73.83493,40.58303,10,DCFC
s247,-74.00262,40.63151,10,DCFC
s248,-74.0403,40.75127,10,DCFC
s249,-73.97936,40.63801,10,DCFC
s250,-73.96249,40.70088,10,DCFC
s251,-73.91671,40.71337,10,DCFC
s252,-73.91315,40.75364,10,DCFC
s253,-73.87714,40.67989,10,DCFC
s254,-73.95964,40.58236,10,DCFC
s255,-73.95976,40.58279,10,DCFC
s256,-73.95968,40.58287,10,DCFC
s257,-73.80009,40.75932,10,DCFC
s258,-73.79358,40.75812,10,DCFC
s259,-73.7527,40.66655,10,DCFC
s260,-73.81431,40.69689,10,DCFC
s261,-73.93954,40.75738,10,DCFC
s262,-73.92911,40.76798,10,DCFC
s263,-74.05105,40.93588,10,DCFC
s264,-74.05836,40.94794,10,DCFC
s265,-73.73257,40.66519,10,DCFC
s266,-73.8285,40.69432,10,DCFC
s267,-73.89861,40.67718,10,DCFC
s268,-74.02673,40.61676,10,DCFC
s269,-74.02994,40.61848,10,DCFC
s270,-74.00856,40.82476,10,DCFC
s271,-73.94444,40.6784,10,DCFC
s272,-73.93277,40.6773,10,DCFC
s273,-73.92148,40.67663,10,DCFC
s274,-73.80754,40.71396,10,DCFC
s275,-73.81735,40.7174,10,DCFC
s276,-73.97054,40.64395,10,DCFC
s277,-74.00106,40.65727,10,DCFC
s278,-73.96828,40.63683,10,DCFC
s279,-73.8975,40.84358,10,DCFC
s280,-73.98185,40.85674,10,DCFC
s281,-74.10928,40.81405,10,DCFC
s282,-74.10954,40.81375,10,DCFC
s283,-74.11303,40.81582,10,DCFC
s284,-74.11641,40.81195,10,DCFC
s285,-74.11105,40.8246,10,DCFC
s286,-74.11036,40.82518,10,DCFC
s287,-74.10999,40.825,10,DCFC
s288,-74.11943,40.88113,10,DCFC
s289,-74.07334,40.89177,10,DCFC
s290,-73.98503,40.86539,10,DCFC
s291,-73.98488,40.86559,10,DCFC
s292,-73.98709,40.86324,10,DCFC
s293,-73.93362,40.79805,10,DCFC
s294,-73.73328,40.66514,10,DCFC
s295,-73.77917,40.69203,10,DCFC
s296,-74.06593,40.9054,10,DCFC
s297,-73.72484,40.73397,10,DCFC
s298,-73.75409,40.725,10,DCFC
s299,-73.75407,40.72444,10,DCFC
s300,-73.74157,40.67622,10,DCFC
s301,-73.76608,40.71823,10,DCFC
s302,-73.70138,40.66539,10,DCFC
s303,-73.70484,40.64376,10,DCFC
s304,-74.23874,40.72519,10,DCFC
s305,-73.91799,40.86632,10,DCFC
s306,-73.92823,40.81567,10,DCFC
s307,-73.82261,40.78145,10,DCFC
s308,-73.80359,40.78228,10,DCFC
s309,-73.79291,40.76974,10,DCFC
s310,-73.72222,40.68938,10,DCFC
s311,-73.72164,40.68986,10,DCFC
s312,-73.71951,40.69241,10,DCFC
s313,-73.71812,40.69374,10,DCFC
s314,-73.71738,40.67022,10,DCFC
s315,-73.70814,40.67015,10,DCFC
s316,-73.72413,40.67303,10,DCFC
s317,-73.71114,40.6685,10,DCFC
s318,-73.70988,40.67767,10,DCFC
s319,-74.03239,40.94921,10,DCFC
s320,-73.79251,40.68073,10,DCFC
s321,-74.21707,40.70674,10,DCFC
s322,-73.77939,40.66654,10,DCFC
s323,-73.70172,40.70713,10,DCFC
s324,-73.70242,40.70716,10,DCFC
s325,-73.82796,40.69436,10,DCFC