station_id,station_type,longitude,latitude,plugs,plug_type,plug_power_kw,cost_per_kwh
d1,depot,-73.98357,40.75551,50000,AC,7.2,
s1,station,-73.87975,40.70222,10,DC,50,
s2,station,-73.82576,40.74796,10,DC,50,
s3,station,-73.81476,40.73936,10,DC,50,
s4,station,-73.81455,40.7383,10,DC,50,
s5,station,-74.17938,40.82891,10,DC,50,
s6,station,-74.1863,40.82858,10,DC,50,
s7,station,-74.13976,40.82545,10,DC,50,
s8,station,-73.94168,40.7145,10,DC,50,
s9,station,-73.87662,40.70446,10,DC,50,
s10,station,-74.11498,40.93089,10,DC,50,
s11,station,-74.04358,40.7352,10,DC,50,
s12,station,-74.03796,40.7369,10,DC,50,
s13,station,-74.10845,40.64529,10,DC,50,
s14,station,-74.18055,40.8359,10,DC,50,
s15,station,-73.85934,40.71154,10,DC,50,
s16,station,-73.85481,40.70273,10,DC,50,
s17,station,-73.87663,40.70596,10,DC,50,
s18,station,-73.85569,40.70284,10,DC,50,
s19,station,-74.09367,40.82836,10,DC,50,
s20,station,-73.92271,40.86694,10,DC,50,
s21,station,-74.16981,40.80347,10,DC,50,
s22,station,-73.931,40.65777,10,DC,50,
s23,station,-74.16949,40.80277,10,DC,50,
s24,station,-73.97366,40.86819,10,DC,50,
s25,station,-73.82364,40.76436,10,DC,50,
s26,station,-73.97378,40.7957,10,DC,50,
s27,station,-73.80983,40.66737,10,DC,50,
s28,station,-73.99634,40.76397,10,DC,50,
s29,station,-73.96895,40.8607,10,DC,50,
s30,station,-73.94906,40.71061,10,DC,50,
s31,station,-74.0651,40.76947,10,DC,50,
s32,station,-74.0229,40.63924,10,DC,50,
s33,station,-74.01948,40.64036,10,DC,50,
s34,station,-74.04247,40.85495,10,DC,50,
s35,station,-74.04186,40.85482,10,DC,50,
s36,station,-74.04182,40.85444,10,DC,50,
s37,station,-73.92849,40.7439,10,DC,50,
s38,station,-73.92595,40.7436,10,DC,50,
s39,station,-73.91461,40.76346,10,DC,50,
s40,station,-73.95066,40.74454,10,DC,50,
s41,station,-73.9284,40.86611,10,DC,50,
s42,station,-73.91481,40.87045,10,DC,50,
s43,station,-73.93993,40.67973,10,DC,50,
s44,station,-73.77635,40.91375,10,DC,50,
s45,station,-73.97077,40.84698,10,DC,50,
s46,station,-73.96706,40.85563,10,DC,50,
s47,station,-73.89775,40.76017,10,DC,50,
s48,station,-73.96207,40.61023,10,DC,50,
s49,station,-73.95384,40.61369,10,DC,50,
s50,station,-73.9001,40.8856,10,DC,50,
s51,station,-73.86732,40.90358,10,DC,50,
s52,station,-73.86778,40.90442,10,DC,50,
s53,station,-73.96277,40.61019,10,DC,50,
s54,station,-73.95528,40.8651,10,DC,50,
s55,station,-73.95373,40.86715,10,DC,50,
s56,station,-74.16274,40.60734,10,DC,50,
s57,station,-74.14785,40.94252,10,DC,50,
s58,station,-74.1626,40.75417,10,DC,50,
s59,station,-74.07103,40.91124,10,DC,50,
s60,station,-73.95421,40.8107,10,DC,50,
s61,station,-74.00348,40.73899,10,DC,50,
s62,station,-73.90369,40.90747,10,DC,50,
s63,station,-73.94428,40.72058,10,DC,50,
s64,station,-73.96139,40.69417,10,DC,50,
s65,station,-73.94806,40.78936,10,DC,50,
s66,station,-73.86172,40.73027,10,DC,50,
s67,station,-74.05667,40.73571,10,DC,50,
s68,station,-73.91816,40.76973,10,DC,50,
s69,station,-73.91895,40.77012,10,DC,50,
s70,station,-74.19763,40.55923,10,DC,50,
s71,station,-73.90402,40.74182,10,DC,50,
s72,station,-73.93375,40.80307,10,DC,50,
s73,station,-73.91534,40.74307,10,DC,50,
s74,station,-73.94988,40.70496,10,DC,50,
s75,station,-73.85654,40.74683,10,DC,50,
s76,station,-73.88981,40.63342,10,DC,50,
s77,station,-73.90076,40.64338,10,DC,50,
s78,station,-73.90544,40.64819,10,DC,50,
s79,station,-73.89693,40.69404,10,DC,50,
s80,station,-74.10265,40.8675,10,DC,50,
s81,station,-73.97324,40.86743,10,DC,50,
s82,station,-73.97309,40.86789,10,DC,50,
s83,station,-73.97364,40.8663,10,DC,50,
s84,station,-73.98663,40.88185,10,DC,50,
s85,station,-73.98808,40.88356,10,DC,50,
s86,station,-73.98749,40.88319,10,DC,50,
s87,station,-73.98882,40.88401,10,DC,50,
s88,station,-73.98921,40.88359,10,DC,50,
s89,station,-74.04244,40.91244,10,DC,50,
s90,station,-74.05001,40.91517,10,DC,50,
s91,station,-74.1187,40.93354,10,DC,50,
s92,station,-74.09831,40.70527,10,DC,50,
s93,station,-74.08137,40.72116,10,DC,50,
s94,station,-73.91418,40.82408,10,DC,50,
s95,station,-74.16928,40.56072,10,DC,50,
s96,station,-73.89054,40.75522,10,DC,50,
s97,station,-73.89132,40.75512,10,DC,50,
s98,station,-73.96949,40.69764,10,DC,50,
s99,station,-74.04347,40.73014,10,DC,50,
s100,station,-74.04408,40.73218,10,DC,50,
s101,station,-74.04306,40.73208,10,DC,50,
s102,station,-74.04253,40.73007,10,DC,50,
s103,station,-74.04185,40.73001,10,DC,50,
s104,station,-73.84993,40.91264,10,DC,50,
s105,station,-73.70016,40.72918,10,DC,50,
s106,station,-73.9372,40.75978,10,DC,50,
s107,station,-74.00421,40.75307,10,DC,50,
s108,station,-74.04422,40.73014,10,DC,50,
s109,station,-74.23436,40.52437,10,DC,50,
s110,station,-73.88628,40.76948,10,DC,50,
s111,station,-73.88395,40.76471,10,DC,50,
s112,station,-73.88676,40.76468,10,DC,50,
s113,station,-73.93058,40.73755,10,DC,50,
s114,station,-73.91071,40.75277,10,DC,50,
s115,station,-73.89884,40.75002,10,DC,50,
s116,station,-73.89322,40.74652,10,DC,50,
s117,station,-73.92219,40.74318,10,DC,50,
s118,station,-73.8951,40.75434,10,DC,50,
s119,station,-73.89777,40.75402,10,DC,50,
s120,station,-73.99445,40.80029,10,DC,50,
s121,station,-73.90978,40.7695,10,DC,50,
s122,station,-73.93807,40.73462,10,DC,50,
s123,station,-73.93465,40.74078,10,DC,50,
s124,station,-73.93167,40.76504,10,DC,50,
s125,station,-73.84974,40.76134,10,DC,50,
s126,station,-73.92405,40.75226,10,DC,50,
s127,station,-73.8632,40.83314,10,DC,50,
s128,station,-73.87037,40.83552,10,DC,50,
s129,station,-74.10289,40.72927,10,DC,50,
s130,station,-73.93815,40.82096,10,DC,50,
s131,station,-73.9377,40.82077,10,DC,50,
s132,station,-74.16277,40.54397,10,DC,50,
s133,station,-74.15854,40.54671,10,DC,50,
s134,station,-74.20689,40.55805,10,DC,50,
s135,station,-74.19838,40.55886,10,DC,50,
s136,station,-74.16293,40.56027,10,DC,50,
s137,station,-74.20754,40.73112,10,DC,50,
s138,station,-73.78735,40.84994,10,DC,50,
s139,station,-73.82552,40.73285,10,DC,50,
s140,station,-74.07622,40.63607,10,DC,50,
s141,station,-73.80876,40.67478,10,DC,50,
s142,station,-74.16748,40.58841,10,DC,50,
s143,station,-74.16163,40.60681,10,DC,50,
s144,station,-74.11927,40.5759,10,DC,50,
s145,station,-74.10466,40.58619,10,DC,50,
s146,station,-74.09184,40.59996,10,DC,50,
s147,station,-74.08963,40.60943,10,DC,50,
s148,station,-74.0903,40.60962,10,DC,50,
s149,station,-74.08708,40.61364,10,DC,50,
s150,station,-74.0845,40.61553,10,DC,50,
s151,station,-74.08361,40.62311,10,DC,50,
s152,station,-74.07559,40.63635,10,DC,50,
s153,station,-74.0957,40.64463,10,DC,50,
s154,station,-74.10405,40.61651,10,DC,50,
s155,station,-74.08121,40.63711,10,DC,50,
s156,station,-74.06298,40.60933,10,DC,50,
s157,station,-74.1018,40.57807,10,DC,50,
s158,station,-74.10925,40.57059,10,DC,50,
s159,station,-73.92212,40.67726,10,DC,50,
s160,station,-73.98643,40.58243,10,DC,50,
s161,station,-73.98604,40.58303,10,DC,50,
s162,station,-73.72661,40.65529,10,DC,50,
s163,station,-73.79287,40.66244,10,DC,50,
s164,station,-74.0536,40.83341,10,DC,50,
s165,station,-74.06963,40.61945,10,DC,50,
s166,station,-73.95248,40.73347,10,DC,50,
s167,station,-73.95176,40.73003,10,DC,50,
s168,station,-73.95157,40.73097,10,DC,50,
s169,station,-73.94811,40.73043,10,DC,50,
s170,station,-73.93425,40.73932,10,DC,50,
s171,station,-74.07761,40.7191,10,DC,50,
s172,station,-73.90242,40.77005,10,DC,50,
s173,station,-73.80311,40.59187,10,DC,50,
s174,station,-73.97452,40.73515,10,DC,50,
s175,station,-74.14379,40.62474,10,DC,50,
s176,station,-73.95166,40.73019,10,DC,50,
s177,station,-74.13042,40.61239,10,DC,50,
s178,station,-74.10097,40.68413,10,DC,50,
s179,station,-74.10379,40.68454,10,DC,50,
s180,station,-74.10716,40.68806,10,DC,50,
s181,station,-74.10452,40.67576,10,DC,50,
s182,station,-74.09369,40.72009,10,DC,50,
s183,station,-73.91427,40.75986,10,DC,50,
s184,station,-73.96989,40.64414,10,DC,50,
s185,station,-73.70326,40.63569,10,DC,50,
s186,station,-73.84285,40.67238,10,DC,50,
s187,station,-73.84875,40.83471,10,DC,50,
s188,station,-73.94477,40.75208,10,DC,50,
s189,station,-73.84226,40.7621,10,DC,50,
s190,station,-73.87073,40.75729,10,DC,50,
s191,station,-73.91114,40.75323,10,DC,50,
s192,station,-73.77214,40.66828,10,DC,50,
s193,station,-73.9144,40.69939,10,DC,50,
s194,station,-73.79326,40.73862,10,DC,50,
s195,station,-73.79233,40.73882,10,DC,50,
s196,station,-73.76134,40.67989,10,DC,50,
s197,station,-73.7618,40.68015,10,DC,50,
s198,station,-73.74914,40.6792,10,DC,50,
s199,station,-73.76947,40.68387,10,DC,50,
s200,station,-73.89322,40.74644,10,DC,50,
s201,station,-73.80515,40.75397,10,DC,50,
s202,station,-73.80467,40.75403,10,DC,50,
s203,station,-73.92672,40.82048,10,DC,50,
s204,station,-73.70829,40.66798,10,DC,50,
s205,station,-73.77823,40.67723,10,DC,50,
s206,station,-73.78545,40.68888,10,DC,50,
s207,station,-73.76865,40.66449,10,DC,50,
s208,station,-73.85257,40.71058,10,DC,50,
s209,station,-73.90508,40.75231,10,DC,50,
s210,station,-73.78892,40.70056,10,DC,50,
s211,station,-73.78541,40.69759,10,DC,50,
s212,station,-73.93356,40.71406,10,DC,50,
s213,station,-73.90521,40.71275,10,DC,50,
s214,station,-73.72559,40.6907,10,DC,50,
s215,station,-74.13099,40.62617,10,DC,50,
s216,station,-73.88005,40.67952,10,DC,50,
s217,station,-73.94552,40.6303,10,DC,50,
s218,station,-73.85104,40.83094,10,DC,50,
s219,station,-73.88548,40.82237,10,DC,50,
s220,station,-73.73636,40.62676,10,DC,50,
s221,station,-73.86713,40.85929,10,DC,50,
s222,station,-73.93728,40.70169,10,DC,50,
s223,station,-73.93395,40.74586,10,DC,50,
s224,station,-73.98587,40.58036,10,DC,50,
s225,station,-73.88419,40.66589,10,DC,50,
s226,station,-73.77537,40.71492,10,DC,50,
s227,station,-73.89107,40.71969,10,DC,50,
s228,station,-73.89084,40.71941,10,DC,50,
s229,station,-73.88596,40.72205,10,DC,50,
s230,station,-73.9013,40.71434,10,DC,50,
s231,station,-73.88597,40.73876,10,DC,50,
s232,station,-73.8913,40.85719,10,DC,50,
s233,station,-73.89132,40.85908,10,DC,50,
s234,station,-73.95565,40.69317,10,DC,50,
s235,station,-74.14596,40.54275,10,DC,50,
s236,station,-74.14586,40.54206,10,DC,50,
s237,station,-74.1327,40.61277,10,DC,50,
s238,station,-73.97458,40.86657,10,DC,50,
s239,station,-73.97426,40.86642,10,DC,50,
s240,station,-74.12042,40.60201,10,DC,50,
s241,station,-73.96135,40.69995,10,DC,50,
s242,station,-73.88555,40.85838,10,DC,50,
s243,station,-73.90437,40.72104,10,DC,50,
s244,station,-73.85963,40.71474,10,DC,50,
s245,station,-73.86996,40.74249,10,DC,50,
s246,station,-73.83493,40.58303,10,DC,50,
s247,station,-74.00262,40.63151,10,DC,50,
s248,station,-74.0403,40.75127,10,DC,50,
s249,station,-73.97936,40.63801,10,DC,50,
s250,station,-73.96249,40.70088,10,DC,50,
s251,station,-73.91671,40.71337,10,DC,50,
s252,station,-73.91315,40.75364,10,DC,50,
s253,station,-73.87714,40.67989,10,DC,50,
s254,station,-73.95964,40.58236,10,DC,50,
s255,station,-73.95976,40.58279,10,DC,50,
s256,station,-73.95968,40.58287,10,DC,50,
s257,station,-73.80009,40.75932,10,DC,50,
s258,station,-73.79358,40.75812,10,DC,50,
s259,station,-73.7527,40.66655,10,DC,50,
s260,station,-73.81431,40.69689,10,DC,50,
s261,station,-73.93954,40.75738,10,DC,50,
s262,station,-73.92911,40.76798,10,DC,50,
s263,station,-74.05105,40.93588,10,DC,50,
s264,station,-74.05836,40.94794,10,DC,50,
s265,station,-73.73257,40.66519,10,DC,50,
s266,station,-73.8285,40.69432,10,DC,50,
s267,station,-73.89861,40.67718,10,DC,50,
s268,station,-74.02673,40.61676,10,DC,50,
s269,station,-74.02994,40.61848,10,DC,50,
s270,station,-74.00856,40.82476,10,DC,50,
s271,station,-73.94444,40.6784,10,DC,50,
s272,station,-73.93277,40.6773,10,DC,50,
s273,station,-73.92148,40.67663,10,DC,50,
s274,station,-73.80754,40.71396,10,DC,50,
s275,station,-73.81735,40.7174,10,DC,50,
s276,station,-73.97054,40.64395,10,DC,50,
s277,station,-74.00106,40.65727,10,DC,50,
s278,station,-73.96828,40.63683,10,DC,50,
s279,station,-73.8975,40.84358,10,DC,50,
s280,station,-73.98185,40.85674,10,DC,50,
s281,station,-74.10928,40.81405,10,DC,50,
s282,station,-74.10954,40.81375,10,DC,50,
s283,station,-74.11303,40.81582,10,DC,50,
s284,station,-74.11641,40.81195,10,DC,50,
s285,station,-74.11105,40.8246,10,DC,50,
s286,station,-74.11036,40.82518,10,DC,50,
s287,station,-74.10999,40.825,10,DC,50,
s288,station,-74.11943,40.88113,10,DC,50,
s289,station,-74.07334,40.89177,10,DC,50,
s290,station,-73.98503,40.86539,10,DC,50,
s291,station,-73.98488,40.86559,10,DC,50,
s292,station,-73.98709,40.86324,10,DC,50,
s293,station,-73.93362,40.79805,10,DC,50,
s294,station,-73.73328,40.66514,10,DC,50,
s295,station,-73.77917,40.69203,10,DC,50,
s296,station,-74.06593,40.9054,10,DC,50,
s297,station,-73.72484,40.73397,10,DC,50,
s298,station,-73.75409,40.725,10,DC,50,
s299,station,-73.75407,40.72444,10,DC,50,
s300,station,-73.74157,40.67622,10,DC,50,
s301,station,-73.76608,40.71823,10,DC,50,
s302,station,-73.70138,40.66539,10,DC,50,
s303,station,-73.70484,40.64376,10,DC,50,
s304,station,-74.23874,40.72519,10,DC,50,
s305,station,-73.91799,40.86632,10,DC,50,
s306,station,-73.92823,40.81567,10,DC,50,
s307,station,-73.82261,40.78145,10,DC,50,
s308,station,-73.80359,40.78228,10,DC,50,
s309,station,-73.79291,40.76974,10,DC,50,
s310,station,-73.72222,40.68938,10,DC,50,
s311,station,-73.72164,40.68986,10,DC,50,
s312,station,-73.71951,40.69241,10,DC,50,
s313,station,-73.71812,40.69374,10,DC,50,
s314,station,-73.71738,40.67022,10,DC,50,
s315,station,-73.70814,40.67015,10,DC,50,
s316,station,-73.72413,40.67303,10,DC,50,
s317,station,-73.71114,40.6685,10,DC,50,
s318,station,-73.70988,40.67767,10,DC,50,
s319,station,-74.03239,40.94921,10,DC,50,
s320,station,-73.79251,40.68073,10,DC,50,
s321,station,-74.21707,40.70674,10,DC,50,
s322,station,-73.77939,40.66654,10,DC,50,
s323,station,-73.70172,40.70713,10,DC,50,
s324,station,-73.70242,40.70716,10,DC,50,
s325,station,-73.82796,40.69436,10,DC,50,